# FlyOver simulation log file
# FlyOver version 0.4.6
# Program build time = Jun 11 2015 : 09:35:35
# Git branch = master
# Git commit hash = 5499384
# Scene file: C:/Users/labadmin/Desktop/SingelObjectForest_Experiments/blender/singleObjectForest_1cm4cmCone_12cmHex_p2.dae
# Treadmill connection started at 07/09/15 13:40:37
# Fog ENABLED
# Fog shape RADIAL
# Fog start distance = 40 mm
# Fog end distance = 70 mm
# Treadmill ball radius = 4.525 mm
# X rotation coefficient = -338 tics/semicircle
# Y rotation coefficient = -489 tics/semicircle
# Z rotation coefficient = 399 tics/semicircle
# Frame packing ON
# Number of cameras = 2
#  Camera 1 width = 720 pixels
#  Camera 1 height = 1280 pixels
#  Camera 1 X focal length = 1 
#  Camera 1 Y focal length = 1 
#  Camera 1 bottom texture coordinate = (-0.5, -0.5) NDCs
#  Camera 1 warping is OFF
#  Camera 1 frustum = [left=-0.0286066, right=0.311496, bottom=-0.226712, top=0.453493, near=0.1, far=10000, aperture=1.0392 radians, distance=21.92, screen_distance=9.32496, eye_sep=-28.2889, shift_left=FALSE, use_matrix=TRUE]
#  Camera 1 matrix = [0.4384,0,0,0,0,0.2192,0,0,-0.5616,0.3334,-1.00002,-1,0,0,-0.200002,0,]
#  Camera 2 width = 720 pixels
#  Camera 2 height = 1280 pixels
#  Camera 2 X focal length = 1 
#  Camera 2 Y focal length = 1 
#  Camera 2 bottom texture coordinate = (-0.5, -0.5) NDCs
#  Camera 2 warping is OFF
#  Camera 2 frustum = [left=-0.240729, right=0.214416, bottom=-0.3034, top=0.60689, near=0.1, far=10000, aperture=1.15678 radians, distance=21.92, screen_distance=9.32496, eye_sep=2.63124, shift_left=TRUE, use_matrix=TRUE]
#  Camera 2 matrix = [0.4384,0,0,0,0,0.2192,0,0,0.5616,0.3334,-1.00002,-1,0,0,-0.200002,0,]
# 
# Column Headings:
# Time(sec)  X(mm)  Y(mm)  Z(mm)  velocity(mm/sec)  heading(degrees)  dx1(tics)  dy1(tics)  dx2(tics)  dy2(tics)  events
0.01762,60.622,35,-0.405892,0,-0,0,0,0,0,0
0.01893,60.6815,34.9998,-0.405892,0,-0,1,1,0,1,0
0.02001,60.6815,34.9998,-0.405892,0,-0.184049,0,0,0,0,0
0.02466,60.741,34.9994,-0.850216,2.97291,-0.184049,0,1,1,1,0
0.02575,60.741,34.9994,-0.850216,0,-0.368098,0,0,0,0,0
0.02676,60.741,34.9994,-0.850216,0,-0.368098,0,0,0,0,0
0.03243,60.7709,35.0243,-0.850265,5.7726,-0.368098,1,0,0,1,0
0.03349,60.801,35.0491,-0.850265,5.77224,-0.552147,0,0,1,1,0
0.03454,60.801,35.0491,-0.850265,0,-0.736196,0,0,0,0,0
0.04110,60.8303,35.0235,-0.850265,5.00821,-0.736196,1,1,0,0,0
0.04220,60.8303,35.0235,-0.850265,0,-0.920245,0,0,0,0,0
0.04320,60.8605,35.0482,-0.850265,5.0078,-0.920245,0,0,0,1,0
0.04874,60.8907,35.0728,-0.850265,4.49884,-0.920245,0,0,1,1,0
0.04976,60.8907,35.0728,-0.850265,0,-1.10429,0,0,0,0,0
0.05075,60.8907,35.0728,-0.850265,0,-1.10429,0,0,0,0,0
0.05710,60.9199,35.0469,-0.850265,5.16665,-1.10429,1,1,0,0,0
0.05843,60.9502,35.0714,-0.850265,5.16656,-1.28834,0,0,1,1,0
0.05950,60.9502,35.0714,-0.850265,0,-1.47239,0,0,0,0,0
0.07518,61.1574,35.0388,-0.850265,23.9655,-1.47239,2,4,1,3,0
0.07656,61.1574,35.0388,-0.850265,0,-2.02454,0,0,0,0,0
0.07760,61.1574,35.0388,-0.850265,0,-2.02454,0,0,0,0,0
0.08203,61.188,35.063,-0.850223,2.1536,-2.02454,0,0,0,1,0
0.08307,61.2474,35.0607,-0.850223,3.28641,-2.02454,0,1,1,1,0
0.08544,61.2474,35.0607,-0.850223,0,-2.20859,0,0,0,0,0
0.09015,61.3069,35.0582,-0.850261,7.58657,-2.20859,1,1,0,1,0
0.09118,61.3069,35.0582,-0.850261,0,-2.39264,0,0,0,0,0
0.09215,61.3069,35.0582,-0.850261,0,-2.39264,0,0,0,0,0
0.09897,61.4257,35.0528,-0.850261,17.7232,-2.39264,0,2,1,2,0
0.10001,61.4257,35.0528,-0.850261,0,-2.57669,0,0,0,0,0
0.10098,61.4257,35.0528,-0.850261,0,-2.57669,0,0,0,0,0
0.10684,61.4542,35.0262,-0.850261,4.41404,-2.57669,1,1,0,0,0
0.10786,61.5136,35.0232,-0.850261,6.73625,-2.76074,0,1,1,1,0
0.10886,61.5136,35.0232,-0.850261,0,-2.94479,0,0,0,0,0
0.11548,61.5419,34.9964,-0.850261,4.94811,-2.94479,1,1,0,0,0
0.11652,61.5419,34.9964,-0.850261,0,-3.12883,0,0,0,0,0
0.11751,61.5419,34.9964,-0.850261,0,-3.12883,0,0,0,0,0
0.12364,61.6295,34.9661,-0.850261,10.717,-3.12883,0,2,1,1,0
0.12468,61.6295,34.9661,-0.850261,0,-3.31288,0,0,0,0,0
